,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team,MP
23,Abdoulaye Keita,es ESP,MF,22-096,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,1.0
24,Gorka Rivera Alonso,es ESP,"DF,MF",20-127,,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,1.0
25,David Argüelles,es ESP,MF,22-340,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,1.0
26,Guillem Cortiñas,es ESP,DF,21-306,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,0.0
27,Diego Ferrer,,GK,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,0.0
28,Jiří Letáček,,GK,25-332,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,0.0
29,Djordjije Medenica,es ESP,GK,18-019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,0.0
30,Squad Total,,,27.7,,165,1350.0,15.0,10.0,4.0,14.0,6.0,4.0,4.0,43.0,1.0,14.9,11.9,9.1,21.0,169.0,417.0,408.0,0.67,0.27,0.93,0.4,0.67,1.0,0.61,1.6,0.79,1.4,,Getafe,15.0
31,Opponent Total,,,27.4,,165,1350.0,15.0,13.0,9.0,22.0,11.0,2.0,2.0,45.0,1.0,15.9,14.5,11.5,26.0,159.0,430.0,423.0,0.87,0.6,1.47,0.73,1.33,1.06,0.77,1.83,0.97,1.73,,Getafe,15.0
0,Joan García,es ESP,GK,23-216,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Espanyol,
1,Omar El Hilali,ma MAR,DF,21-085,14.0,14,1220.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,17.0,36.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
2,Alex Král,cz CZE,MF,26-201,14.0,13,1204.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,18.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,Espanyol,
3,Marash Kumbulla,al ALB,DF,24-302,13.0,12,1012.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.0,0.7,6.0,29.0,0.0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.07,0.06,0.07,Matches,Espanyol,
4,Javi Puado,es ESP,"FW,MF",26-195,12.0,12,1004.0,11.2,5.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,2.2,0.9,3.1,22.0,26.0,30.0,0.45,0.09,0.54,0.36,0.45,0.27,0.08,0.35,0.2,0.28,Matches,Espanyol,
5,Jofre,es ESP,"MF,FW",23-172,14.0,12,941.0,10.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,1.4,2.9,25.0,21.0,65.0,0.19,0.29,0.48,0.19,0.48,0.14,0.14,0.28,0.14,0.28,Matches,Espanyol,
6,Carlos Romero,es ESP,"DF,MF",23-038,14.0,11,930.0,10.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.8,1.8,17.0,29.0,45.0,0.1,0.1,0.19,0.1,0.19,0.1,0.07,0.17,0.1,0.17,Matches,Espanyol,
7,Leandro Cabrera,uy URU,DF,33-172,10.0,9,810.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,1.0,20.0,0.0,0.11,0.11,0.22,0.11,0.22,0.03,0.04,0.07,0.03,0.07,Matches,Espanyol,
8,Alejo Véliz,ar ARG,FW,21-078,12.0,9,711.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.5,2.3,1.0,5.0,16.0,0.13,0.0,0.13,0.13,0.13,0.21,0.06,0.28,0.21,0.28,Matches,Espanyol,
9,Álvaro Tejero,es ESP,"MF,DF",28-139,13.0,8,692.0,7.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,2.1,2.5,17.0,21.0,40.0,0.13,0.26,0.39,0.13,0.39,0.05,0.27,0.33,0.05,0.33,Matches,Espanyol,
10,Pol Lozano,es ESP,MF,25-061,10.0,8,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Espanyol,
11,José Gragera,es ESP,MF,24-006,10.0,7,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Espanyol,
12,Sergi Gómez,es ESP,DF,32-253,10.0,5,562.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Espanyol,
13,Brian Oliván,es ESP,"DF,MF",30-249,10.0,5,468.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,8.0,19.0,22.0,0.0,0.19,0.19,0.0,0.19,0.01,0.07,0.07,0.01,0.07,Matches,Espanyol,
14,Irvin Cardona,fr FRA,"FW,MF",27-120,12.0,3,413.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,11.0,10.0,28.0,0.22,0.22,0.44,0.22,0.44,0.23,0.11,0.34,0.23,0.34,Matches,Espanyol,
15,Walid Cheddira,ma MAR,FW,26-319,11.0,3,383.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.3,5.0,6.0,23.0,0.23,0.23,0.47,0.23,0.47,0.14,0.15,0.3,0.14,0.3,Matches,Espanyol,
16,Álvaro Aguado,es ESP,MF,28-219,9.0,3,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.5,8.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14,Matches,Espanyol,
17,Fernando Calero,es ESP,DF,29-083,3.0,2,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
18,Rafael Bauza,es ESP,MF,19-311,3.0,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Espanyol,
19,Pere Milla,es ESP,"MF,FW",32-074,7.0,1,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,4.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.12,0.07,0.12,Matches,Espanyol,
20,Justin Smith,ca CAN,MF,21-306,2.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
21,Antoniu,es ESP,"MF,DF",22-092,4.0,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.14,0.48,0.34,0.48,Matches,Espanyol,
22,Naci Ünüvar,nl NED,"MF,DF",21-176,2.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,Matches,Espanyol,
23,Alex Almansa,es ESP,FW,21-028,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
24,Català,es ESP,DF,20-112,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
25,Edu Expósito,es ESP,MF,28-127,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
26,Fortuño,es ESP,GK,23-062,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
27,Fernando Pacheco,es ESP,GK,32-202,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
28,Omar Sadik,ma MAR,FW,20-259,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
29,Salvi,es ESP,"FW,MF",33-251,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
30,Llorenç Serred,es ESP,GK,19-093,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
31,Pol Tristán,es ESP,GK,22-263,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
32,Squad Total,,,25.8,14.0,154,1260.0,14.0,14.0,11.0,25.0,13.0,1.0,1.0,37.0,0.0,11.7,11.0,8.5,19.5,165.0,353.0,351.0,1.0,0.79,1.79,0.93,1.71,0.84,0.61,1.45,0.78,1.39,,Espanyol,
33,Opponent Total,,,27.5,14.0,154,1260.0,14.0,27.0,22.0,49.0,25.0,2.0,3.0,27.0,0.0,25.7,23.3,19.3,42.6,309.0,694.0,686.0,1.93,1.57,3.5,1.79,3.36,1.83,1.38,3.21,1.66,3.04,,Espanyol,
0,Giorgi Mamardashvili,ge GEO,GK,24-068,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
1,Cristhian Mosquera,es ESP,DF,20-162,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,13.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Valencia,
2,César Tárrega,es ESP,DF,22-284,11.0,11,990.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,0.0,1.2,9.0,30.0,0.0,0.18,0.0,0.18,0.18,0.18,0.11,0.0,0.11,0.11,0.11,Matches,Valencia,
3,Luis Rioja,es ESP,MF,31-051,12.0,11,949.0,10.5,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.3,0.5,0.5,0.9,20.0,24.0,58.0,0.19,0.0,0.19,0.09,0.09,0.12,0.05,0.16,0.04,0.09,Matches,Valencia,
4,Diego López,es ESP,"MF,FW",22-207,13.0,11,936.0,10.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,1.4,2.3,28.0,26.0,72.0,0.19,0.1,0.29,0.19,0.29,0.09,0.13,0.22,0.09,0.22,Matches,Valencia,
5,José Luis García Vayá,es ESP,MF,26-117,11.0,10,871.0,9.7,1.0,2.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,0.2,1.3,1.4,4.0,64.0,4.0,0.1,0.21,0.31,0.0,0.21,0.1,0.13,0.23,0.02,0.15,Matches,Valencia,
6,Hugo Duro,es ESP,FW,25-026,11.0,10,866.0,9.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.2,2.2,0.6,2.8,6.0,11.0,27.0,0.42,0.1,0.52,0.42,0.52,0.23,0.06,0.3,0.23,0.29,Matches,Valencia,
7,Thierry Correia,pt POR,DF,25-272,11.0,9,768.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,16.0,44.0,48.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Valencia,
8,Javier Guerra,es ESP,"MF,FW",21-340,12.0,8,679.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6,1.1,10.0,32.0,23.0,0.0,0.13,0.13,0.0,0.13,0.06,0.09,0.15,0.06,0.15,Matches,Valencia,
9,Jesus Vazquez,es ESP,DF,21-339,8.0,7,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,21.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Valencia,
10,Dimitri Foulquier,fr FRA,DF,31-258,13.0,6,664.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,9.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Valencia,
11,Enzo Barrenechea,ar ARG,MF,23-198,9.0,6,499.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,3.0,20.0,3.0,0.18,0.0,0.18,0.18,0.18,0.13,0.02,0.15,0.13,0.15,Matches,Valencia,
12,Domingos André Ribeiro Almeida,pt POR,"FW,MF",24-190,11.0,5,470.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,10.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,Valencia,
13,Yarek Gasiorowski,es ESP,DF,19-329,6.0,5,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Valencia,
14,Dani Gómez,es ESP,FW,26-129,11.0,4,426.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,2.0,3.0,14.0,0.21,0.0,0.21,0.21,0.21,0.27,0.0,0.27,0.27,0.27,Matches,Valencia,
15,Hugo Guillamón,es ESP,MF,24-310,8.0,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Valencia,
16,José Luis Gayà,es ESP,DF,29-195,4.0,3,279.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,8.0,9.0,29.0,0.0,0.32,0.32,0.0,0.32,0.0,0.21,0.21,0.0,0.21,Matches,Valencia,
17,Rafa Mir,es ESP,"MF,FW",27-171,4.0,3,239.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,2.0,3.0,3.0,0.0,0.38,0.38,0.0,0.38,0.07,0.15,0.22,0.07,0.22,Matches,Valencia,
18,Sergi Canós,es ESP,MF,27-308,7.0,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.24,0.17,0.24,Matches,Valencia,
19,Maximiliano Caufriez,be BEL,DF,27-294,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
20,Rodrigo Abajas,es ESP,DF,21-208,1.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Valencia,
21,Germán Valera,es ESP,"MF,FW",22-265,6.0,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,Valencia,
22,Martín Tejón,es ESP,"MF,DF",20-238,4.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches,Valencia,
23,Francisco Perez,es ESP,MF,22-088,3.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Valencia,
24,David Otorbi,es ESP,MF,17-051,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
25,Alberto Marí,es ESP,FW,23-148,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
26,Iker Córdoba,es ESP,DF,19-025,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
27,Stole Dimitrievski,mk MKD,GK,30-347,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
28,Jaume Doménech,es ESP,GK,34-031,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
29,Raúl Jiménez,es ESP,GK,18-294,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
30,Warren Madrigal,cr CRC,MF,20-135,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
31,Cenk Özkacar,tr TUR,DF,24-061,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
32,Squad Total,,,24.7,13.0,143,1170.0,13.0,13.0,7.0,20.0,11.0,2.0,2.0,33.0,1.0,10.8,9.2,6.8,16.0,176.0,408.0,401.0,1.0,0.54,1.54,0.85,1.38,0.83,0.53,1.36,0.71,1.23,,Valencia,
33,Opponent Total,,,27.3,13.0,143,1170.0,13.0,20.0,15.0,35.0,18.0,2.0,3.0,35.0,1.0,19.9,17.6,14.3,31.9,196.0,494.0,490.0,1.54,1.15,2.69,1.38,2.54,1.53,1.1,2.63,1.35,2.45,,Valencia,
0,Karl Jakob Hein,ee EST,GK,22-237,15.0,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,
1,Luis Pérez,es ESP,DF,29-306,15.0,15,1310.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.2,22.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.08,0.01,0.08,Matches,Valladolid,
2,Lucas Oliveira Rosa,br BRA,DF,24-247,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.9,1.2,20.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Valladolid,
3,Raúl Moro,es ESP,"FW,MF",22-001,15.0,11,1074.0,11.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,3.2,4.8,53.0,41.0,98.0,0.25,0.08,0.34,0.25,0.34,0.14,0.27,0.41,0.14,0.41,Matches,Valladolid,
4,Eray Cömert,ch SUI,"DF,MF",26-306,13.0,11,889.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.0,0.5,5.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Valladolid,
5,Kike Pérez,es ESP,MF,27-296,14.0,10,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.6,12.0,42.0,15.0,0.11,0.0,0.11,0.11,0.11,0.1,0.07,0.17,0.1,0.17,Matches,Valladolid,
6,Selim Amallah,ma MAR,"MF,FW",28-021,11.0,10,675.0,7.5,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.6,1.8,0.2,2.0,11.0,26.0,15.0,0.27,0.13,0.4,0.13,0.27,0.34,0.03,0.37,0.24,0.27,Matches,Valladolid,
7,Javi Sánchez,es ESP,DF,27-267,9.0,9,702.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Valladolid,
8,Mamadou Sylla,sn SEN,FW,30-261,12.0,8,664.0,7.4,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,1.5,0.7,2.1,6.0,6.0,20.0,0.27,0.14,0.41,0.0,0.14,0.41,0.09,0.5,0.2,0.29,Matches,Valladolid,
9,Stanko Jurić,hr CRO,MF,28-112,13.0,7,786.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,1.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Valladolid,
10,David Torres,es ESP,DF,21-276,9.0,7,697.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,
11,Mario Martín,es ESP,MF,20-276,12.0,7,642.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.3,0.6,5.0,27.0,8.0,0.0,0.14,0.14,0.0,0.14,0.04,0.04,0.08,0.04,0.08,Matches,Valladolid,
12,Abdulai Juma Bah,sl SLE,DF,18-239,7.0,6,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Valladolid,
13,Anuar,ma MAR,"FW,MF",29-326,7.0,5,425.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,3.0,2.0,12.0,0.21,0.0,0.21,0.21,0.21,0.12,0.04,0.16,0.12,0.16,Matches,Valladolid,
14,Amath,sn SEN,"FW,DF",28-143,6.0,5,293.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,7.0,10.0,17.0,0.0,0.31,0.31,0.0,0.31,0.11,0.06,0.17,0.11,0.17,Matches,Valladolid,
15,Darwin Machís,ve VEN,"FW,MF",31-303,5.0,5,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,3.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.24,0.21,0.24,Matches,Valladolid,
16,Juanmi Latasa,es ESP,FW,23-258,11.0,4,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.2,1.2,1.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,Matches,Valladolid,
17,Iván Sánchez,es ESP,"MF,FW",32-074,14.0,3,542.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,1.3,1.6,22.0,30.0,38.0,0.17,0.17,0.33,0.17,0.33,0.05,0.22,0.27,0.05,0.27,Matches,Valladolid,
18,Marcos André,br BRA,FW,28-047,8.0,3,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Valladolid,
19,Enzo Boyomo,cm CMR,DF,23-060,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valladolid,
20,Cenk Özkacar,tr TUR,DF,24-061,4.0,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valladolid,
21,Víctor Meseguer,es ESP,MF,25-180,12.0,2,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,2.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Valladolid,
22,Raúl Chasco,es ESP,DF,21-084,2.0,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Valladolid,
23,Chuky san jose,es ESP,"MF,FW",20-221,4.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Valladolid,
24,Mario Maroto,es ESP,MF,21-008,1.0,0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,4.74,4.74,0.0,4.74,0.0,0.32,0.32,0.0,0.32,Matches,Valladolid,
